地块名,黄豆,黑豆,红豆,绿豆,爬豆,小麦,玉米,谷子,高粱,黍子,荞麦,南瓜,红薯,莜麦,大麦,水稻,豇豆,刀豆,芸豆,土豆,西红柿,茄子,菠菜 ,青椒,菜花,包菜,油麦菜,小青菜,黄瓜,生菜 ,辣椒,空心菜,黄心菜,芹菜,大白菜,白萝卜,红萝卜,榆黄菇,香菇,白灵菇,羊肚菌
D7,,,,,,,,,,,,,,,,12.909091,,,,,,,,,,,,,,,,,22.0,,,9.0909091,,,,,
D8,,,,,,,,,,,,,,,,10.909091,,,,,,,,,,,,,,,,,20.0,,,9.0909091,,,,,
E1,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E2,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E3,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E4,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E5,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E6,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E7,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E8,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E9,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E10,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E11,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E12,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E13,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E14,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E15,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
E16,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
F1,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
F2,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
F3,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
F4,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,,,
D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
